﻿cnpj_analisado,vendedor_responsavel,codigo_cliente,status_receita,classificacao,prioridade_geral,score_oportunidade,score_higiene,dias_inativos,score_recencia,score_porte,porte_detectado,score_afinidade,flags_qualidade,cadastro_valido,num_divergencias,divergencias_resumo,acao_recomendada,acao_administrativa,data_consulta,web_operacao_ativa,web_link_principal,web_resumo_atuacao,razao_social,nome_fantasia,natureza_juridica,porte,capital_social,data_inicio_atividade,situacao_cadastral,data_situacao_cadastral,motivo_situacao_cadastral,situacao_especial,data_situacao_especial,cep,logradouro,numero,complemento,bairro,municipio,uf,ddd_telefone_1,ddd_telefone_2,ddd_fax,email,cnae_fiscal,cnae_fiscal_descricao,cnaes_secundarios,opcao_pelo_simples,data_opcao_pelo_simples,data_exclusao_do_simples,opcao_pelo_mei,data_opcao_pelo_mei,data_exclusao_do_mei,ente_federativo_responsavel,qsa_socios
01.132.823/xxxx-xx,Sem Vendedor,5611,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,85,-1,N/D,85,ME,100,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,0,,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-19T00:08:03.514Z,NÃO,,Segmento: Comércio varejista de artigos de papelaria · Local: SAO PAULO/SP · Tel RF: (00) ****-8933 · Sem e-mail na RF,PAPELARIA ***********,PAPELARIA ******,Sociedade Empresária Limitada,MICRO EMPRESA,"R$ 0,00",1996-03-27,BAIXADA,2008-02-11,1,,,04272***,VERGUEIRO *****,***,,VL ****************,SAO PAULO,SP,(00) ****-8933,,(00) ****-8933,,4761003,Comércio varejista de artigos de papelaria,,,,,,,,,J*** A****** R******** M****** (Sócio-Administrador); M**** DA C**** S**** M****** (Sócio-Administrador)
01.135.126/xxxx-xx,Sem Vendedor,5612,ATIVA,🟢 OPORTUNIDADE QUENTE,ALTA,80,40,-1,N/D,85,ME,100,DATA_ULTIMA_COMPRA_ILEGIVEL,SIM,0,,"Ligação direta nas próximas 48h. Ângulo: reposição de papelaria (cadernos, lápis, canetas). Sem histórico de compra registrado. [Higienizar cadastro antes do contato]",,2026-06-19T00:08:03.533Z,SIM,,Segmento: Comércio varejista de artigos de papelaria · Local: SAO PAULO/SP · Sem telefone na RF · Sem e-mail na RF,EUIZER ******,FORNERPEL *****,Empresário (Individual),MICRO EMPRESA,"R$ 0,00",1996-03-28,ATIVA,2004-11-06,0,,,03801***,,***,,PQ *********,SAO PAULO,SP,,,,,4761003,Comércio varejista de artigos de papelaria,,SIM,2007-07-01,,NÃO,,,,
07.110.498/xxxx-xx,Sem Vendedor,5613,ATIVA,🔵 POTENCIAL ALTO,MEDIA,62,85,-1,N/D,95,EPP,60,DATA_ULTIMA_COMPRA_ILEGIVEL,SIM,0,,"SDR: WhatsApp + catálogo digital. Destaque: portfólio completo (papelaria, escritório, educacional). Sem histórico de compra registrado.",,2026-06-19T00:08:03.521Z,SIM,,Segmento: Comércio varejista especializado de equipamentos e suprimentos de informática · Local: SAO PAULO/SP · Capital: R$ 300.000 · Tel RF: (13) ****-1106 · Sem e-mail na RF,ARIA *****************************************************,ARIA *********,Sociedade Empresária Limitada,EMPRESA DE PEQUENO PORTE,"R$ 300.000,00",2004-11-09,ATIVA,2004-11-09,0,,,03177***,AZORICA *****,***,,QUARTA ******,SAO PAULO,SP,(13) ****-1106,(13) ****-1436,(13) ****-1437,,4751201,Comércio varejista especializado de equipamentos e suprimentos de informática,"4751202 - Recarga de cartuchos para equipamentos de informática; 4530703 - Comércio a varejo de peças e acessórios novos para veículos automotores; 4755502 - Comercio varejista de artigos de armarinho; 4781400 - Comércio varejista de artigos do vestuário e acessórios; 4754701 - Comércio varejista de móveis; 4744099 - Comércio varejista de materiais de construção em geral; 4744005 - Comércio varejista de materiais de construção não especificados anteriormente; 4761003 - Comércio varejista de artigos de papelaria; 4763602 - Comércio varejista de artigos esportivos; 4789005 - Comércio varejista de produtos saneantes domissanitários; 4759899 - Comércio varejista de outros artigos de uso pessoal e doméstico não especificados anteriormente; 4664800 - Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto-médico-hospitalar; partes e peças; 4649404 - Comércio atacadista de móveis e artigos de colchoaria; 8219999 - Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente; 7739099 - Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador",NÃO,2007-07-01,2016-12-31,NÃO,,,,M******* G**** N******* (Sócio-Administrador)
46.012.944/xxxx-xx,Sem Vendedor,5614,ATIVA,⚪ BAIXA PRIORIDADE,BAIXA,31,65,-1,N/D,65,DEMAIS,20,DATA_ULTIMA_COMPRA_ILEGIVEL,SIM,0,,Nutrição de longo prazo. Reavaliar no próximo ciclo.,,2026-06-19T00:08:03.538Z,SIM,,"Segmento: Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências · Local: CAMPINAS/SP · Capital: R$ 3.347.950 · Sem telefone na RF · Sem e-mail na RF",HOSPITAL *****************,,Sociedade Empresária Limitada,DEMAIS,"R$ 3.347.950,00",1966-08-19,ATIVA,2022-04-29,0,,,13013***,ANDRADE *****,***,***,BOTAFOGO *****,CAMPINAS,SP,,,,,8610101,"Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências",,,,,,,,,A***** F***** DE M***** (Sócio-Administrador); A**** DE M***** P**** (Sócio-Administrador); A****** M***** DE S***** A****** P****** (Sócio-Administrador); C*** F**** C****** (Sócio-Administrador); C***** E****** E********** S****** (Sócio-Administrador); E****** REN N******** (Sócio-Administrador); E****** T**** M***** S***** (Sócio-Administrador); F**** E******* (Sócio-Administrador); L****** DE A****** S**** (Sócio-Administrador); L*** H******* C******* (Sócio-Administrador); L*** O***** E****** (Sócio-Administrador); L*** E****** DE P**** G**** M****** (Sócio-Administrador); L*** F******* A****** V****** (Sócio-Administrador); L*** M******* C******* (Sócio-Administrador); M****** N***** L**** (Sócio-Administrador); M***** A****** F******* (Sócio-Administrador); M**** P******* DE A**** (Sócio-Administrador); R***** S*** F***** (Sócio-Administrador); R****** F******** S***** (Sócio-Administrador); T***** M***** P****** F***** (Sócio-Administrador); T**** A****** M********* G******** (Sócio-Administrador)
07.568.812/xxxx-xx,Sem Vendedor,5615,INAPTA,🟣 INAPTA — REGULARIZÁVEL,BAIXA,9,40,-1,N/D,85,ME,20,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,0,,"Situação regularizável (RF). Gancho comercial: informar a pendência cadastral e oferecer suporte — retomar fornecimento de portfólio completo (papelaria, escritório, educacional) após regularização. Não faturar até normalização.",SUSPENDER FATURAMENTO até regularização,2026-06-19T00:08:03.599Z,NÃO,,Segmento: Comércio varejista especializado de equipamentos e suprimentos de informática · Local: GUARULHOS/SP · Sem telefone na RF · Sem e-mail na RF,RONALDO ****************,GENTLASER *****,Empresário (Individual),MICRO EMPRESA,"R$ 0,00",2005-08-23,INAPTA,2018-12-14,63,,,07133***,,***,,JARDIM *************,GUARULHOS,SP,,,,,4751201,Comércio varejista especializado de equipamentos e suprimentos de informática,,NÃO,2007-07-01,2012-12-31,NÃO,,,,
01.153.416/xxxx-xx,Sem Vendedor,5616,INAPTA,🟣 INAPTA — REGULARIZÁVEL,BAIXA,19,65,-1,N/D,85,ME,90,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,0,,Situação regularizável (RF). Gancho comercial: informar a pendência cadastral e oferecer suporte — retomar fornecimento de mix papelaria + materiais educativos após regularização. Não faturar até normalização.,SUSPENDER FATURAMENTO até regularização,2026-06-19T00:08:03.576Z,NÃO,,Segmento: Comércio varejista de livros · Local: SAO PAULO/SP · Sem telefone na RF · Sem e-mail na RF,COPY ************,,Sociedade Empresária Limitada,MICRO EMPRESA,"R$ 0,00",1996-03-21,INAPTA,2018-10-10,63,,,05615***,DOS ***********,***,,MORUMBI *****,SAO PAULO,SP,,,,,4761001,Comércio varejista de livros,,,,,,,,,A**** G****** DOS S***** (Sócio-Administrador); R****** G**** DOS S***** (Sócio-Administrador)
01.404.068/xxxx-xx,Sem Vendedor,5617,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,65,-1,N/D,65,DEMAIS,20,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,0,,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-19T00:08:03.593Z,NÃO,,Segmento: Aluguel de imóveis próprios · Local: SAO PAULO/SP · Capital: R$ 1.180.000 · Sem telefone na RF · Sem e-mail na RF,SAHELI *********************************,MULTIMODA ******,Sociedade Empresária Limitada,DEMAIS,"R$ 1.180.000,00",1997-08-01,BAIXADA,2025-06-02,1,,,03011***,MILLER *****,***,,BRAS *****,SAO PAULO,SP,,,,,6810202,Aluguel de imóveis próprios,,,,,,,,,M****** S***** (Sócio); M******* H***** S***** (Sócio-Administrador); R****** S***** (Sócio)
55.152.920/xxxx-xx,Sem Vendedor,5618,ATIVA,🔵 POTENCIAL ALTO,MEDIA,62,65,-1,N/D,95,EPP,60,DATA_ULTIMA_COMPRA_ILEGIVEL,SIM,0,,"SDR: WhatsApp + catálogo digital. Destaque: portfólio completo (papelaria, escritório, educacional). Sem histórico de compra registrado.",,2026-06-19T00:08:03.584Z,SIM,,Segmento: Comércio varejista de outros produtos não especificados anteriormente · Local: SAO PAULO/SP · Capital: R$ 340.000 · Sem telefone na RF · Sem e-mail na RF,RASP *****************************************,,Sociedade Empresária Limitada,EMPRESA DE PEQUENO PORTE,"R$ 340.000,00",1985-11-11,ATIVA,2005-11-03,0,,,01016***,VENCESLAU *****,***,***,PRACA *****,SAO PAULO,SP,,,,,4789099,Comércio varejista de outros produtos não especificados anteriormente,,SIM,2007-07-01,,NÃO,,,,S***** E********** S***** S**** (Sócio-Administrador)
03.820.839/xxxx-xx,Sem Vendedor,5619,INAPTA,🟣 INAPTA — REGULARIZÁVEL,BAIXA,9,40,-1,N/D,85,ME,20,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,0,,"Situação regularizável (RF). Gancho comercial: informar a pendência cadastral e oferecer suporte — retomar fornecimento de portfólio completo (papelaria, escritório, educacional) após regularização. Não faturar até normalização.",SUSPENDER FATURAMENTO até regularização,2026-06-19T00:08:03.611Z,NÃO,,Segmento: Comércio varejista especializado de equipamentos e suprimentos de informática · Local: DESCALVADO/SP · Sem telefone na RF · Sem e-mail na RF,SILVANA ***********,,Empresário (Individual),MICRO EMPRESA,"R$ 0,00",2000-05-17,INAPTA,2019-03-01,63,,,13690***,,***,,SAO ********,DESCALVADO,SP,,,,,4751201,Comércio varejista especializado de equipamentos e suprimentos de informática,,NÃO,2007-07-01,2016-12-31,NÃO,,,,
46.065.546/xxxx-xx,Sem Vendedor,5620,ATIVA,⚪ BAIXA PRIORIDADE,BAIXA,31,85,-1,N/D,65,DEMAIS,20,DATA_ULTIMA_COMPRA_ILEGIVEL,SIM,0,,Nutrição de longo prazo. Reavaliar no próximo ciclo.,,2026-06-19T00:08:03.213Z,SIM,,Segmento: Corretagem no aluguel de imóveis · Local: CAMPINAS/SP · Tel RF: (19) ****-4371 · Sem e-mail na RF,COMPANHIA ********************************,,Sociedade de Economia Mista,DEMAIS,"R$ 0,00",1967-11-23,ATIVA,2005-09-24,0,,,13015***,BARAO **********,***,***,CENTRO *****,CAMPINAS,SP,(19) ****-4371,(19) ****-1719,,,6821802,Corretagem no aluguel de imóveis,"6822600 - Gestão e administração da propriedade imobiliária; 8111700 - Serviços combinados para apoio a edifícios, exceto condomínios prediais",,,,,,,,D**** H****** N*** (Conselheiro de Administração); F**** V******* P******* (Conselheiro de Administração); G****** T****** F**** (Diretor); J*** F******* L***** (Presidente); M**** T******** DE J**** P****** (Conselheiro de Administração); M**** C**** B***** (Conselheiro de Administração); R*** DE C***** S**** B********* (Conselheiro de Administração)
09.182.631/xxxx-xx,Sem Vendedor,5621,INAPTA,🟣 INAPTA — REGULARIZÁVEL,BAIXA,21,85,-1,N/D,95,EPP,100,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,0,,"Situação regularizável (RF). Gancho comercial: informar a pendência cadastral e oferecer suporte — retomar fornecimento de reposição de papelaria (cadernos, lápis, canetas) após regularização. Não faturar até normalização.",SUSPENDER FATURAMENTO até regularização,2026-06-19T00:08:03.605Z,NÃO,,Segmento: Comércio varejista de artigos de papelaria · Local: SAO PAULO/SP · Capital: R$ 50.000 · Tel RF: (11) ****-0165 · Sem e-mail na RF,SUPRIMASTER ****************************************,,Sociedade Empresária Limitada,EMPRESA DE PEQUENO PORTE,"R$ 50.000,00",2007-09-19,INAPTA,2018-10-16,63,,,03610***,OMACHA *****,***,,PENHA *********,SAO PAULO,SP,(11) ****-0165,(11) ****-0745,(11) ****-3389,,4761003,Comércio varejista de artigos de papelaria,4789099 - Comércio varejista de outros produtos não especificados anteriormente; 9511800 - Reparação e manutenção de computadores e de equipamentos periféricos,NÃO,2007-11-13,2014-12-31,NÃO,,,,G********** F****** M****** (Sócio-Administrador)
00.006.878/xxxx-xx,Sem Vendedor,5622,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,75,-1,N/D,65,DEMAIS,20,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,1,municipio,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-19T00:08:03.641Z,NÃO,,Segmento: Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente · Local: SAO PAULO/SP · Capital: R$ 60.283.030 · Tel RF: (11) ****-4828 · Sem e-mail na RF,ITAU *****************************************************************,BRASCARD *****,Sociedade Empresária Limitada,DEMAIS,"R$ 60.283.030,00",1994-01-31,BAIXADA,2016-11-30,4,,,04344***,ALFREDO **********************,***,***,PARQUE *********,SAO PAULO,SP,(11) ****-4828,,,,8299799,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente,"6399200 - Outras atividades de prestação de serviços de informação não especificadas anteriormente; 7410299 - atividades de design não especificadas anteriormente; 7490105 - Agenciamento de profissionais para atividades esportivas, culturais e artísticas; 7490199 - Outras atividades profissionais, científicas e técnicas não especificadas anteriormente; 8219999 - Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente; 8299703 - Serviços de gravação de carimbos, exceto confecção; 8299707 - Salas de acesso à internet",,,,,,,,A********* B****** L**** (Administrador); B**** I******* S*** (Sócio); B**** I********** S*** (Sócio); C***** H******* D***** A**** (Administrador); J*** A****** D***** B****** L**** (Administrador); M***** A****** VAZ DE M******** (Administrador)
01.196.782/xxxx-xx,Sem Vendedor,5623,INAPTA,🟣 INAPTA — REGULARIZÁVEL,BAIXA,20,65,-1,N/D,85,ME,100,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,0,,"Situação regularizável (RF). Gancho comercial: informar a pendência cadastral e oferecer suporte — retomar fornecimento de reposição de papelaria (cadernos, lápis, canetas) após regularização. Não faturar até normalização.",SUSPENDER FATURAMENTO até regularização,2026-06-19T00:08:03.649Z,NÃO,,Segmento: Comércio varejista de artigos de papelaria · Local: SAO PAULO/SP · Capital: R$ 20.000 · Sem telefone na RF · Sem e-mail na RF,RICRISAA *************************,COM **********************,Sociedade Empresária Limitada,MICRO EMPRESA,"R$ 20.000,00",1996-05-08,INAPTA,2021-03-05,63,,,03436***,AMARAIS *****,***,,VILA ******,SAO PAULO,SP,,,,,4761003,Comércio varejista de artigos de papelaria,"4772500 - Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal; 4754701 - Comércio varejista de móveis; 4742300 - Comércio varejista de material elétrico; 4751201 - Comércio varejista especializado de equipamentos e suprimentos de informática; 4761001 - Comércio varejista de livros; 4763602 - Comércio varejista de artigos esportivos; 4763601 - Comércio varejista de brinquedos e artigos recreativos; 4759899 - Comércio varejista de outros artigos de uso pessoal e doméstico não especificados anteriormente; 4753900 - Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo",NÃO,2007-07-01,2018-12-31,NÃO,,,,A****** C******* O******* S**** (Sócio-Administrador); R****** A******** DA S**** (Sócio)
64.545.361/xxxx-xx,Sem Vendedor,5846,ATIVA,🟡 POTENCIAL MODERADO,MEDIA,40,65,-1,N/D,95,EPP,20,DATA_ULTIMA_COMPRA_ILEGIVEL,SIM,0,,"Cadência de e-mail 30/60/90 dias. Tema: portfólio completo (papelaria, escritório, educacional).",,2026-06-19T00:09:14.086Z,SIM,,Segmento: Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente · Local: CAMPINAS/SP · Capital: R$ 100.000 · Sem telefone na RF · Sem e-mail na RF,ONIX *************************,,Sociedade Empresária Limitada,EMPRESA DE PEQUENO PORTE,"R$ 100.000,00",1990-09-12,ATIVA,2005-11-03,0,,,13060***,CONSELHEIRO **************,***,,JD. *************,CAMPINAS,SP,,,,,2949299,Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente,4530703 - Comércio a varejo de peças e acessórios novos para veículos automotores,SIM,2007-07-01,,NÃO,,,,M***** M**** B******** E******* (Sócio-Administrador); M**** B******* R**** R****** (Sócio-Administrador)
96.318.720/xxxx-xx,Sem Vendedor,5847,INAPTA,🟣 INAPTA — REGULARIZÁVEL,BAIXA,12,40,-1,N/D,85,ME,40,SEM_DATA_ULTIMA_COMPRA,NÃO,0,,"Situação regularizável (RF). Gancho comercial: informar a pendência cadastral e oferecer suporte — retomar fornecimento de portfólio completo (papelaria, escritório, educacional) após regularização. Não faturar até normalização.",SUSPENDER FATURAMENTO até regularização,2026-06-19T00:09:14.116Z,NÃO,,"Segmento: Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns · Local: SUMARE/SP · Sem telefone na RF · Sem e-mail na RF",JAMIL **********,,Empresário (Individual),MICRO EMPRESA,"R$ 0,00",1993-02-26,INAPTA,2018-12-26,63,,,13177***,,***,,PQ.AMIZADE *****,SUMARE,SP,,,,,4712100,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",,,,,,,,,
02.275.551/xxxx-xx,Sem Vendedor,5848,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,65,-1,N/D,95,EPP,20,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,0,,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-19T00:09:14.111Z,NÃO,,Segmento: Fabricação de outros artigos de carpintaria para construção · Local: ITATIBA/SP · Capital: R$ 70.000 · Sem telefone na RF · Sem e-mail na RF,ATUAL ****************************,ATUAL *****,Sociedade Empresária Limitada,EMPRESA DE PEQUENO PORTE,"R$ 70.000,00",1997-05-22,BAIXADA,2018-11-05,1,,,13255***,GUERINO ********,***,,ENGENHO *****,ITATIBA,SP,,,,,1622699,Fabricação de outros artigos de carpintaria para construção,,NÃO,2009-01-01,2018-11-05,NÃO,,,,A****** F******** M******* (Sócio-Administrador); M**** L**** F******** M******* (Sócio-Administrador)
45.651.890/xxxx-xx,Sem Vendedor,5849,INAPTA,🟣 INAPTA — REGULARIZÁVEL,BAIXA,9,85,-1,N/D,85,ME,20,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,0,,"Situação regularizável (RF). Gancho comercial: informar a pendência cadastral e oferecer suporte — retomar fornecimento de portfólio completo (papelaria, escritório, educacional) após regularização. Não faturar até normalização.",SUSPENDER FATURAMENTO até regularização,2026-06-19T00:09:14.140Z,NÃO,,Segmento: Comércio atacadista de material elétrico · Local: CAMPINAS/SP · Tel RF: (19) ****-3344 · Sem e-mail na RF,REFUND *************************************,FUNDIAL *****,Sociedade Empresária Limitada,MICRO EMPRESA,"R$ 0,00",1981-03-30,INAPTA,2018-12-18,63,,,13059***,SERGIO *****************,***,,CIDADE *************,CAMPINAS,SP,(19) ****-3344,,,,4673700,Comércio atacadista de material elétrico,,,,,,,,,A****** C***** B******* (Sócio-Administrador); J*** C********* DA S**** (Sócio)
02.544.281/xxxx-xx,Sem Vendedor,5850,ATIVA,🟡 POTENCIAL MODERADO,MEDIA,40,85,-1,N/D,65,DEMAIS,36,DATA_ULTIMA_COMPRA_ILEGIVEL,SIM,0,,"Cadência de e-mail 30/60/90 dias. Tema: portfólio completo (papelaria, escritório, educacional).",,2026-06-19T00:09:14.113Z,SIM,,Segmento: Comércio atacadista de Máquinas e equipamentos para uso industrial; partes e peças · Local: SAO PAULO/SP · Capital: R$ 800.000 · Tel RF: (11) ****-7090 · Sem e-mail na RF,H.M.T. **************,,Sociedade Empresária Limitada,DEMAIS,"R$ 800.000,00",1998-04-17,ATIVA,2005-11-03,0,,,04563***,CONCEICAO ***************,***,***,CIDADE *******,SAO PAULO,SP,(11) ****-7090,(11) ****-0116,,,4663000,Comércio atacadista de Máquinas e equipamentos para uso industrial; partes e peças,"4612500 - Representantes comerciais e agentes do comércio de combustíveis, minerais, produtos siderúrgicos e químicos; 4635499 - Comércio atacadista de bebidas não especificadas anteriormente; 4642701 - Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança; 4645101 - Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios; 4649401 - Comércio atacadista de equipamentos elétricos de uso pessoal e doméstico; 4649402 - Comércio atacadista de aparelhos eletrônicos de uso pessoal e doméstico; 4649408 - Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar; 4649499 - Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente; 4651601 - Comércio atacadista de equipamentos de informática; 4664800 - Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto-médico-hospitalar; partes e peças; 4669999 - Comércio atacadista de outras máquinas e equipamentos não especificados anteriormente; partes e peças; 4672900 - Comércio atacadista de ferragens e ferramentas; 4683400 - Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo; 4689399 - Comércio atacadista especializado em outros produtos intermediários não especificados anteriormente; 4744001 - Comércio varejista de ferragens e ferramentas; 4753900 - Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo; 4757100 - Comércio varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto informática e comunicação; 4759899 - Comércio varejista de outros artigos de uso pessoal e doméstico não especificados anteriormente; 4789005 - Comércio varejista de produtos saneantes domissanitários; 4789099 - Comércio varejista de outros produtos não especificados anteriormente; 6810202 - Aluguel de imóveis próprios; 6822600 - Gestão e administração da propriedade imobiliária; 7739099 - Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador",,,,,,,,F******* N******** (Sócio-Administrador); M***** N******** (Sócio-Administrador)
05.561.710/xxxx-xx,Sem Vendedor,5851,INAPTA,🟣 INAPTA — REGULARIZÁVEL,BAIXA,12,30,-1,N/D,85,ME,40,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,1,municipio,"Situação regularizável (RF). Gancho comercial: informar a pendência cadastral e oferecer suporte — retomar fornecimento de portfólio completo (papelaria, escritório, educacional) após regularização. Não faturar até normalização.",SUSPENDER FATURAMENTO até regularização,2026-06-19T00:09:14.118Z,NÃO,,"Segmento: Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns · Local: BOM JESUS DOS PERDOES/SP · Sem telefone na RF · Sem e-mail na RF",MARISA ******************,,Empresário (Individual),MICRO EMPRESA,"R$ 0,00",2002-12-05,INAPTA,2026-05-18,63,,,12955***,,***,,JARDIM *************,BOM JESUS DOS PERDOES,SP,,,,,4712100,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",,SIM,2007-07-01,,NÃO,,,,
00.185.682/xxxx-xx,Sem Vendedor,5852,ATIVA,🟡 POTENCIAL MODERADO,MEDIA,42,55,-1,N/D,65,DEMAIS,40,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,1,municipio,"Cadência de e-mail 30/60/90 dias. Tema: portfólio completo (papelaria, escritório, educacional).",,2026-06-19T00:09:14.114Z,SIM,,"Segmento: Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados · Local: MOGI DAS CRUZES/SP · Capital: R$ 1.800.000 · Sem telefone na RF · Sem e-mail na RF",COMERCIAL *******************,,Sociedade Empresária Limitada,DEMAIS,"R$ 1.800.000,00",2004-08-19,ATIVA,2004-08-19,0,,,08770***,CAVALHEIRO **********,***,,VILA **********,MOGI DAS CRUZES,SP,,,,,4711302,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados","4691500 - Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios; 5611201 - Restaurantes e similares; 5611203 - Lanchonetes, casas de chá, de sucos e similares",,,,,,,,A******* M******** S****** (Administrador); E**** M******** S****** (Administrador); E*** M********* S****** (Administrador); F******* M******* S****** (Administrador); H**** - P************ E*********** L*** (Sócio); H*** - P************ E*********** L*** (Sócio); H**** - P************ E*********** L*** (Sócio); L****** S****** (Administrador)
66.585.498/xxxx-xx,Sem Vendedor,5853,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,85,-1,N/D,85,ME,20,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,0,,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-19T00:09:14.141Z,NÃO,,"Segmento: Fabricação de artefatos diversos de madeira, exceto móveis · Local: SAO PAULO/SP · Tel RF: (01) ****-4533 · Sem e-mail na RF",MADTEX ***********,,Sociedade Empresária Limitada,MICRO EMPRESA,"R$ 0,00",1991-07-19,BAIXADA,2007-08-10,54,,,04148***,MANOEL **************,***,,JARDIM ********,SAO PAULO,SP,(01) ****-4533,,,,1629301,"Fabricação de artefatos diversos de madeira, exceto móveis",,,,,,,,,M*** L**** T******* (Sócio)
60.463.072/xxxx-xx,Sem Vendedor,5854,ATIVA,🔵 POTENCIAL ALTO,MEDIA,55,85,-1,N/D,65,DEMAIS,65,SEM_DATA_ULTIMA_COMPRA,SIM,0,,SDR: WhatsApp + catálogo digital. Destaque: kit material escolar e suprimentos para secretaria. Sem histórico de compra registrado.,,2026-06-19T00:09:14.138Z,SIM,,Segmento: Educação superior - graduação e pós-graduação · Local: AMERICANA/SP · Tel RF: (01) ****-3367 · Sem e-mail na RF,LICEU ****************,CENTRO ***********************************************,Associação Privada,DEMAIS,"R$ 0,00",1993-03-26,ATIVA,2003-10-04,0,,,13466***,DOM *****,***,,SANTA ********,AMERICANA,SP,(01) ****-3367,,(01) ****-4087,,8532500,Educação superior - graduação e pós-graduação,8533300 - Educação superior - pós-graduação e extensão,,,,,,,,A**** L*** S***** (Presidente); M******* T**** M****** (Diretor)
