﻿cnpj_analisado,vendedor_responsavel,codigo_cliente,status_receita,classificacao,prioridade_geral,score_oportunidade,score_higiene,dias_inativos,score_recencia,score_porte,porte_detectado,score_afinidade,flags_qualidade,cadastro_valido,num_divergencias,divergencias_resumo,acao_recomendada,acao_administrativa,data_consulta,web_operacao_ativa,web_link_principal,web_resumo_atuacao,razao_social,nome_fantasia,natureza_juridica,porte,capital_social,data_inicio_atividade,situacao_cadastral,data_situacao_cadastral,motivo_situacao_cadastral,situacao_especial,data_situacao_especial,cep,logradouro,numero,complemento,bairro,municipio,uf,ddd_telefone_1,ddd_telefone_2,ddd_fax,email,cnae_fiscal,cnae_fiscal_descricao,cnaes_secundarios,opcao_pelo_simples,data_opcao_pelo_simples,data_exclusao_do_simples,opcao_pelo_mei,data_opcao_pelo_mei,data_exclusao_do_mei,ente_federativo_responsavel,qsa_socios
01.038.229/xxxx-xx,Sem Vendedor,6020,ATIVA,⚪ BAIXA PRIORIDADE,BAIXA,31,40,-1,N/D,65,DEMAIS,20,DATA_ULTIMA_COMPRA_ILEGIVEL,SIM,0,,Nutrição de longo prazo. Reavaliar no próximo ciclo. [Higienizar cadastro antes do contato],,2026-06-18T23:47:36.245Z,SIM,,Segmento: Outras atividades de serviços pessoais não especificadas anteriormente · Local: AMERICANA/SP · Sem telefone na RF · Sem e-mail na RF,ADRIANA ***************,DESPACHANTE ********,Empresa Individual Imobiliária,DEMAIS,"R$ 0,00",1996-02-01,ATIVA,2005-11-03,0,,,13468***,,***,,JD. ********,AMERICANA,SP,,,,,9609299,Outras atividades de serviços pessoais não especificadas anteriormente,,,,,,,,,
00.017.859/xxxx-xx,Sem Vendedor,6022,INAPTA,🟣 INAPTA — REGULARIZÁVEL,BAIXA,20,75,-1,N/D,85,ME,100,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,1,razao_social,"Situação regularizável (RF). Gancho comercial: informar a pendência cadastral e oferecer suporte — retomar fornecimento de reposição de papelaria (cadernos, lápis, canetas) após regularização. Não faturar até normalização.",SUSPENDER FATURAMENTO até regularização,2026-06-18T23:47:36.245Z,NÃO,,Segmento: Comércio varejista de artigos de papelaria · Local: SAO PAULO/SP · Capital: R$ 10.000 · Tel RF: (11) ****-3207 · Sem e-mail na RF,ART **********************************************,ART *****,Sociedade Empresária Limitada,MICRO EMPRESA,"R$ 10.000,00",1994-06-14,INAPTA,2023-10-27,63,,,04340***,SIMAO *********,***,,AMERICANOPOLIS *****,SAO PAULO,SP,(11) ****-3207,(11) ****-7519,,,4761003,Comércio varejista de artigos de papelaria,,NÃO,2007-07-01,2010-12-31,NÃO,,,,C***** C********* (Sócio-Administrador); R****** C********* (Sócio-Administrador)
46.044.368/xxxx-xx,Sem Vendedor,6023,ATIVA,🟡 POTENCIAL MODERADO,MEDIA,41,85,-1,N/D,65,DEMAIS,39,DATA_ULTIMA_COMPRA_ILEGIVEL,SIM,0,,"Cadência de e-mail 30/60/90 dias. Tema: portfólio completo (papelaria, escritório, educacional).",,2026-06-18T23:47:36.245Z,SIM,,"Segmento: Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química e grupos similares não · Local: CAMPINAS/SP · Tel RF: (19) ****-8600 · Sem e-mail na RF",SERVICO ****************************,,Associação Privada,DEMAIS,"R$ 0,00",1966-10-17,ATIVA,2004-12-31,0,,,13106***,ANTONIO *****,***,,SOUSAS *****,CAMPINAS,SP,(19) ****-8600,,,,8720499,"Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química e grupos similares não",5620101 - Fornecimento de alimentos preparados preponderantemente para empresas; 8533300 - Educação superior - pós-graduação e extensão; 8591100 - Ensino de esportes; 8592999 - Ensino de arte e cultura não especificado anteriormente; 8599699 - Outras atividades de ensino não especificadas anteriormente; 8630599 - Atividades de atenção ambulatorial não especificadas anteriormente; 8720401 - Atividades de centros de assistência psicossocial; 8730199 - Atividades de assistência social prestadas em residências coletivas e particulares não especificadas anteriormente; 9319101 - Produção e promoção de eventos esportivos; 9430800 - Atividades de associações de defesa de direitos sociais; 9493600 - Atividades de organizações associativas ligadas à cultura e à arte,,,,,,,,S******* K**** I****** (Presidente)
52.350.329/xxxx-xx,Sem Vendedor,6024,ATIVA,⚪ BAIXA PRIORIDADE,BAIXA,31,75,-1,N/D,65,DEMAIS,20,SEM_DATA_ULTIMA_COMPRA,NÃO,1,razao_social,Nutrição de longo prazo. Reavaliar no próximo ciclo.,,2026-06-18T23:47:36.246Z,SIM,,Segmento: Atividades de associações de defesa de direitos sociais · Local: VALINHOS/SP · Tel RF: (19) ****-3955 · Sem e-mail na RF,ASSOCIACAO ******************************************,,Associação Privada,DEMAIS,"R$ 0,00",1984-04-02,ATIVA,2005-11-03,0,,,13273***,VALINHOS ******,***,,MACUCO *****,VALINHOS,SP,(19) ****-3955,,,,9430800,Atividades de associações de defesa de direitos sociais,9493600 - Atividades de organizações associativas ligadas à cultura e à arte; 9499500 - Atividades associativas não especificadas anteriormente,,,,,,,,T****** F**** C***** (Presidente)
05.061.738/xxxx-xx,Sem Vendedor,6025,ATIVA,🟢 OPORTUNIDADE QUENTE,ALTA,80,30,-1,N/D,85,ME,100,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,1,razao_social,"Ligação direta nas próximas 48h. Ângulo: reposição de papelaria (cadernos, lápis, canetas). Sem histórico de compra registrado. [Higienizar cadastro antes do contato]",,2026-06-18T23:47:36.246Z,SIM,,Segmento: Comércio varejista de artigos de papelaria · Local: ITU/SP · Sem telefone na RF · Sem e-mail na RF,RAUL ********,RYPEL *****,Empresário (Individual),MICRO EMPRESA,"R$ 0,00",2002-05-14,ATIVA,2005-04-02,0,,,13300***,,***,,CENTRO *****,ITU,SP,,,,,4761003,Comércio varejista de artigos de papelaria,"4755502 - Comercio varejista de artigos de armarinho; 4751201 - Comércio varejista especializado de equipamentos e suprimentos de informática; 4763601 - Comércio varejista de brinquedos e artigos recreativos; 6209100 - Suporte técnico, manutenção e outros serviços em tecnologia da informação",SIM,2026-01-01,,NÃO,,,,
04.734.783/xxxx-xx,Sem Vendedor,6026,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,85,-1,N/D,85,ME,45,SEM_DATA_ULTIMA_COMPRA,NÃO,0,,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:47:36.246Z,NÃO,,Segmento: Reparação e manutenção de computadores e de equipamentos periféricos · Local: CAMPINAS/SP · Tel RF: (19) ****-3233 · Sem e-mail na RF,CASA ********************,CASA ***************,Sociedade Empresária Limitada,MICRO EMPRESA,"R$ 0,00",2001-10-05,BAIXADA,2008-01-23,1,,,13010***,DR. *************,***,,CENTRO *****,CAMPINAS,SP,(19) ****-3233,,,,9511800,Reparação e manutenção de computadores e de equipamentos periféricos,"3314709 - Manutenção e reparação de máquinas de escrever, calcular e de outros equipamentos não-eletrônicos para escritório",,,,,,,,A******* P****** DE SA (Sócio-Administrador); E***** M**** DO C**** (Sócio-Administrador)
47.866.934/xxxx-xx,Sem Vendedor,6027,ATIVA,⚪ BAIXA PRIORIDADE,BAIXA,31,85,-1,N/D,65,DEMAIS,20,SEM_DATA_ULTIMA_COMPRA,SIM,0,,Nutrição de longo prazo. Reavaliar no próximo ciclo.,,2026-06-18T23:47:36.246Z,SIM,,Segmento: Operadoras de cartões de débito · Local: SAO PAULO/SP · Capital: R$ 643.705.000 · Tel RF: (11) ****-9000 · Sem e-mail na RF,TICKET ***********,,Sociedade Anônima Fechada,DEMAIS,"R$ 643.705.000,00",1976-05-06,ATIVA,2005-11-03,0,,,05425***,DRA ************,***,***,PINHEIROS *****,SAO PAULO,SP,(11) ****-9000,,(11) ****-4139,,6619305,Operadoras de cartões de débito,"6203100 - Desenvolvimento e licenciamento de programas de computador não-customizáveis; 6311900 - Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet; 6619302 - Correspondentes de instituições financeiras; 6619399 - Outras atividades auxiliares dos serviços financeiros não especificadas anteriormente; 7020400 - Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica; 7490104 - Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários; 8299702 - Emissão de vales-alimentação, vales-transporte e similares; 8299799 - Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente",,,,,,,,A******** R******** (Presidente); F***** N****** Z******** (Diretor); J*** F******** L**** A***** (Diretor); L**** E***** R**** DA S**** (Diretor)
05.624.487/xxxx-xx,Sem Vendedor,6028,ATIVA,🟡 POTENCIAL MODERADO,MEDIA,47,85,-1,N/D,95,EPP,33,DATA_ULTIMA_COMPRA_ILEGIVEL,SIM,0,,"Cadência de e-mail 30/60/90 dias. Tema: portfólio completo (papelaria, escritório, educacional).",,2026-06-18T23:47:36.246Z,SIM,,"Segmento: Lanchonetes, casas de chá, de sucos e similares · Local: CAMPINAS/SP · Capital: R$ 200.000 · Tel RF: (11) ****-5872 · Sem e-mail na RF",BV ********************************,,Sociedade Empresária Limitada,EMPRESA DE PEQUENO PORTE,"R$ 200.000,00",2003-04-17,ATIVA,2003-04-17,0,,,13050***,JACY *******************,***,***,JD *******,CAMPINAS,SP,(11) ****-5872,(11) ****-6323,,,5611203,"Lanchonetes, casas de chá, de sucos e similares","4763601 - Comércio varejista de brinquedos e artigos recreativos; 4729602 - Comércio varejista de mercadorias em lojas de conveniência; 4789001 - Comércio varejista de suvenires, bijuterias e artesanatos",NÃO,2022-01-01,2023-12-31,NÃO,,,,W***** T****** H*** (Sócio-Administrador)
33.041.062/xxxx-xx,Sem Vendedor,6030,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,75,-1,N/D,65,DEMAIS,20,SEM_DATA_ULTIMA_COMPRA,NÃO,1,razao_social,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:47:36.246Z,NÃO,,Segmento: Sociedade seguradora de seguros não vida · Local: CAMPINAS/SP · Capital: R$ 4.706.451.000 · Tel RF: (21) ****-8312 · Sem e-mail na RF,TRADITIO ********************,,Sociedade Anônima Fechada,DEMAIS,"R$ 4.706.451.000,00",1990-11-19,BAIXADA,2024-10-14,1,,,13025***,ANTONIO *****,***,,CAMBUI *****,CAMPINAS,SP,(21) ****-8312,,(21) ****-8820,,6512000,Sociedade seguradora de seguros não vida,,,,,,,,,G****** M**** R****** DE C******* (Diretor); G****** K*** G******* (Diretor); H******* G****** (Administrador); J**** B****** P******* (Diretor); L******* F**** P****** (Diretor); O***** DE G***** L****** (Diretor); R***** P**** F**** (Diretor)
47.685.102/xxxx-xx,Sem Vendedor,6031,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,75,-1,N/D,65,DEMAIS,20,SEM_DATA_ULTIMA_COMPRA,NÃO,1,razao_social,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:47:36.246Z,NÃO,,Segmento: Serviços de engenharia · Local: SAO PAULO/SP · Capital: R$ 26.751.344 · Tel RF: (11) ****-3146 · Sem e-mail na RF,MONTGOMERY ********************,AMBITEC *****,Sociedade Empresária Limitada,DEMAIS,"R$ 26.751.344,00",1976-04-13,BAIXADA,2017-07-11,1,,,01222***,MAJOR ********,***,***,VILA *******,SAO PAULO,SP,(11) ****-3146,,(01) ****-3299,,7112000,Serviços de engenharia,,,,,,,,,J**** B****** DO P**** (Administrador); M** A******** I*** (Sócio); M** I************* INC (Sócio Pessoa Jurídica Domiciliado no Exterior)
48.713.424/xxxx-xx,Sem Vendedor,6032,INAPTA,🟣 INAPTA — REGULARIZÁVEL,BAIXA,9,65,-1,N/D,85,ME,20,SEM_DATA_ULTIMA_COMPRA,NÃO,2,razao_social; municipio,"Situação regularizável (RF). Gancho comercial: informar a pendência cadastral e oferecer suporte — retomar fornecimento de portfólio completo (papelaria, escritório, educacional) após regularização. Não faturar até normalização.",SUSPENDER FATURAMENTO até regularização,2026-06-18T23:47:36.246Z,NÃO,,"Segmento: Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança · Local: SAO PAULO/SP · Tel RF: (11) ****-0995 · Sem e-mail na RF",TEG ********************************************,,Sociedade Empresária Limitada,MICRO EMPRESA,"R$ 0,00",1982-02-10,INAPTA,2018-10-04,63,,,04078***,JAMARIS *****,***,,MOEMA *****,SAO PAULO,SP,(11) ****-0995,,(01) ****-0995,,4642701,"Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança",,,,,,,,,E****** J******** DE A****** (Sócio-Administrador); L****** T****** (Sócio)
46.110.987/xxxx-xx,Sem Vendedor,6033,ATIVA,⚪ BAIXA PRIORIDADE,BAIXA,31,75,-1,N/D,65,DEMAIS,20,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,1,razao_social,Nutrição de longo prazo. Reavaliar no próximo ciclo.,,2026-06-18T23:47:36.246Z,SIM,,Segmento: Atividades de associações de defesa de direitos sociais · Local: CAMPINAS/SP · Tel RF: (19) ****-4578 · Sem e-mail na RF,IGREJA *****************************,IGREJA *******************************,Associação Privada,DEMAIS,"R$ 0,00",1992-01-31,ATIVA,2001-02-25,0,,,13013***,JOSE *******,***,,CENTRO *****,CAMPINAS,SP,(19) ****-4578,,(01) ****-7098,,9430800,Atividades de associações de defesa de direitos sociais,9493600 - Atividades de organizações associativas ligadas à cultura e à arte; 9499500 - Atividades associativas não especificadas anteriormente,,,,,,,,F******* C**** DE O******* (Presidente)
01.576.159/xxxx-xx,Sem Vendedor,6034,ATIVA,🔵 POTENCIAL ALTO,MEDIA,59,85,-1,N/D,85,ME,60,DATA_ULTIMA_COMPRA_ILEGIVEL,SIM,0,,"SDR: WhatsApp + catálogo digital. Destaque: portfólio completo (papelaria, escritório, educacional). Sem histórico de compra registrado.",,2026-06-18T23:47:36.246Z,SIM,,"Segmento: Serviços de acabamentos gráficos, exceto encadernação e plastificação · Local: CAMPINAS/SP · Capital: R$ 11.000 · Tel RF: (19) ****-8185 · Sem e-mail na RF",MARCOSOFT ****************,MARCOSOFT *****,Sociedade Empresária Limitada,MICRO EMPRESA,"R$ 11.000,00",1996-12-02,ATIVA,2003-07-26,0,,,13070***,DOUTOR ***************,***,,VILA **************,CAMPINAS,SP,(19) ****-8185,,,,1822999,"Serviços de acabamentos gráficos, exceto encadernação e plastificação","1821100 - Serviços de pré-impressão; 4751201 - Comércio varejista especializado de equipamentos e suprimentos de informática; 4761003 - Comércio varejista de artigos de papelaria; 6201501 - Desenvolvimento de programas de computador sob encomenda; 6209100 - Suporte técnico, manutenção e outros serviços em tecnologia da informação; 6319400 - Portais, provedores de conteúdo e outros serviços de informação na internet; 8299799 - Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente; 9511800 - Reparação e manutenção de computadores e de equipamentos periféricos",SIM,2008-01-01,,NÃO,,,,M***** DE C******* M******** (Sócio-Administrador); M***** R******** G******** M******** (Sócio-Administrador)
09.029.260/xxxx-xx,Sem Vendedor,6035,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,30,-1,N/D,85,ME,100,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,1,razao_social,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:47:36.246Z,NÃO,,Segmento: Comércio varejista de artigos de papelaria · Local: PARANAPANEMA/SP · Capital: R$ 5.000 · Sem telefone na RF · Sem e-mail na RF,ALICE **************************,,Empresário (Individual),MICRO EMPRESA,"R$ 5.000,00",2007-08-02,BAIXADA,2021-04-08,1,,,18725***,,***,,HOLAMBRA *****,PARANAPANEMA,SP,,,,,4761003,Comércio varejista de artigos de papelaria,"4761001 - Comércio varejista de livros; 4762800 - Comércio varejista de discos, CDs, DVDs e fitas",NÃO,2008-01-01,2021-04-08,NÃO,,,,
62.158.480/xxxx-xx,Sem Vendedor,6036,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,55,-1,N/D,65,DEMAIS,20,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,1,razao_social,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:47:36.246Z,NÃO,,"Segmento: Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial, peças e acessórios · Local: CAMPINAS/SP · Capital: R$ 52.317.948 · Sem telefone na RF · Sem e-mail na RF",DANFOSS ***********************************,,Sociedade Empresária Limitada,DEMAIS,"R$ 52.317.948,00",1999-11-12,BAIXADA,2008-05-05,1,,,13080***,ESTACIO *****,***,,JD ***********,CAMPINAS,SP,,,,,2823200,"Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial, peças e acessórios",3321000 - Instalação de máquinas e equipamentos industriais,,,,,,,,D****** A/S (Sócio Pessoa Jurídica Domiciliado no Exterior); D****** I******** (Sócio Pessoa Jurídica Domiciliado no Exterior); M***** P****** DOS S***** (Administrador); R***** S******* M****** (Administrador)
05.586.560/xxxx-xx,Sem Vendedor,6037,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,75,-1,N/D,85,ME,90,SEM_DATA_ULTIMA_COMPRA,NÃO,1,razao_social,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:47:36.246Z,NÃO,,Segmento: Edição integrada à impressão de livros · Local: CAMPINAS/SP · Capital: R$ 100.000 · Tel RF: (19) ****-6566 · Sem e-mail na RF,TINKO **********************,,Sociedade Empresária Limitada,MICRO EMPRESA,"R$ 100.000,00",2003-03-25,BAIXADA,2014-02-12,1,,,13031***,CARAGUATATUBA *****,***,***,JARDIM ********,CAMPINAS,SP,(19) ****-6566,,(19) ****-3610,,5821200,Edição integrada à impressão de livros,5811500 - Edição de livros; 1813099 - Impressão de material para outros usos; 1813001 - Impressão de material para uso publicitário,NÃO,2011-01-01,2014-02-12,NÃO,,,,M******* J*** S**** F******* (Sócio-Administrador); S***** H***** S******* F******* (Sócio-Administrador)
00.018.418/xxxx-xx,Sem Vendedor,6038,INAPTA,🟣 INAPTA — REGULARIZÁVEL,BAIXA,19,55,-1,N/D,65,DEMAIS,100,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,1,razao_social,"Situação regularizável (RF). Gancho comercial: informar a pendência cadastral e oferecer suporte — retomar fornecimento de reposição de papelaria (cadernos, lápis, canetas) após regularização. Não faturar até normalização.",SUSPENDER FATURAMENTO até regularização,2026-06-18T23:47:36.247Z,NÃO,,Segmento: Comércio varejista de artigos de papelaria · Local: SAO PAULO/SP · Sem telefone na RF · Sem e-mail na RF,PAPELARIA ************************,PAPELARIA *******************,Sociedade Empresária Limitada,DEMAIS,"R$ 0,00",1994-06-15,INAPTA,2021-02-03,63,,,03968***,ERNESTO **********,***,,CID **********,SAO PAULO,SP,,,,,4761003,Comércio varejista de artigos de papelaria,,SIM,2007-07-01,,NÃO,,,,A**** M***** A**** I**** (Sócio); M***** H****** I**** (Sócio-Administrador)
46.962.650/xxxx-xx,Sem Vendedor,6040,INAPTA,🟣 INAPTA — REGULARIZÁVEL,BAIXA,10,55,-1,N/D,95,EPP,20,SEM_DATA_ULTIMA_COMPRA,NÃO,1,razao_social,"Situação regularizável (RF). Gancho comercial: informar a pendência cadastral e oferecer suporte — retomar fornecimento de portfólio completo (papelaria, escritório, educacional) após regularização. Não faturar até normalização.",SUSPENDER FATURAMENTO até regularização,2026-06-18T23:47:36.247Z,NÃO,,Segmento: Comércio a varejo de peças e acessórios novos para veículos automotores · Local: CAMPINAS/SP · Sem telefone na RF · Sem e-mail na RF,BRASFAM ****************************************,,Sociedade Empresária Limitada,EMPRESA DE PEQUENO PORTE,"R$ 0,00",1975-10-20,INAPTA,2018-12-18,63,,,13036***,PEDRO ***************,***,,JD **********,CAMPINAS,SP,,,,,4530703,Comércio a varejo de peças e acessórios novos para veículos automotores,,,,,,,,,F******* A****** M****** (Sócio-Administrador); M**** F******* A**** L****** M****** (Sócio)
30.349.906/xxxx-xx,Sem Vendedor,6041,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,85,-1,N/D,85,ME,100,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,0,,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:47:36.247Z,NÃO,,Segmento: Comércio varejista de artigos de papelaria · Local: MAGE/RJ · Tel RF: (21) ****-3753 · Sem e-mail na RF,FESTA ****************,,Sociedade Empresária Limitada,MICRO EMPRESA,"R$ 0,00",1979-12-11,BAIXADA,2018-02-05,1,,,25900***,PADRE ********,***,,CENTRO *****,MAGE,RJ,(21) ****-3753,,,,4761003,Comércio varejista de artigos de papelaria,,NÃO,2007-07-01,2018-02-05,NÃO,,,,D**** DE S**** B**** (Sócio); K**** C******* B***** V***** (Sócio); L*** C***** V***** (Sócio-Administrador)
52.349.867/xxxx-xx,Sem Vendedor,6042,ATIVA,🟡 POTENCIAL MODERADO,MEDIA,40,75,-1,N/D,95,EPP,20,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,1,razao_social,"Cadência de e-mail 30/60/90 dias. Tema: portfólio completo (papelaria, escritório, educacional).",,2026-06-18T23:47:36.247Z,SIM,,Segmento: Atividade médica ambulatorial com recursos para realização de exames complementares · Local: CAMPINAS/SP · Capital: R$ 4.000 · Tel RF: (19) ****-3755 · Sem e-mail na RF,CEMESP ************************************,CEMESP *****,Sociedade Empresária Limitada,EMPRESA DE PEQUENO PORTE,"R$ 4.000,00",1984-03-13,ATIVA,2003-08-16,0,,,13015***,IRMA ********,***,,CENTRO *****,CAMPINAS,SP,(19) ****-3755,,,,8630502,Atividade médica ambulatorial com recursos para realização de exames complementares,8630503 - Atividade médica ambulatorial restrita a consultas; 8650004 - Atividades de fisioterapia,NÃO,2018-01-01,2018-01-01,NÃO,,,,D*** T*** (Sócio-Administrador); M**** A****** B******** A***** (Sócio-Administrador); M***** P********* (Sócio-Administrador); R****** C********** (Sócio-Administrador)
60.974.607/xxxx-xx,Sem Vendedor,6043,INAPTA,🟣 INAPTA — REGULARIZÁVEL,BAIXA,20,30,-1,N/D,85,ME,100,SEM_DATA_ULTIMA_COMPRA,NÃO,1,razao_social,"Situação regularizável (RF). Gancho comercial: informar a pendência cadastral e oferecer suporte — retomar fornecimento de reposição de papelaria (cadernos, lápis, canetas) após regularização. Não faturar até normalização.",SUSPENDER FATURAMENTO até regularização,2026-06-18T23:47:36.247Z,NÃO,,Segmento: Comércio varejista de artigos de papelaria · Local: CAMPINAS/SP · Sem telefone na RF · Sem e-mail na RF,DAVID *****************,,Empresário (Individual),MICRO EMPRESA,"R$ 0,00",1989-07-20,INAPTA,2021-03-10,63,,,13010***,,***,,CENTRO *****,CAMPINAS,SP,,,,,4761003,Comércio varejista de artigos de papelaria,,SIM,2007-07-01,,NÃO,,,,
00.243.803/xxxx-xx,Sem Vendedor,6044,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,75,-1,N/D,95,EPP,20,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,1,razao_social,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:47:36.247Z,NÃO,,Segmento: Atividade médica ambulatorial restrita a consultas · Local: CAMPINAS/SP · Capital: R$ 1.000 · Tel RF: (19) ****-7758 · Sem e-mail na RF,CENTRAL ***********************************,,Sociedade Simples Limitada,EMPRESA DE PEQUENO PORTE,"R$ 1.000,00",1999-08-20,BAIXADA,2021-08-16,1,,,13023***,SACRAMENTO *****,***,,VILA *******,CAMPINAS,SP,(19) ****-7758,,(19) ****-2124,,8630503,Atividade médica ambulatorial restrita a consultas,8630599 - Atividades de atenção ambulatorial não especificadas anteriormente,,,,,,,,E**** P****** J***** (Sócio-Administrador); R****** I**** N******** (Sócio-Administrador)
04.290.358/xxxx-xx,Sem Vendedor,6045,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,30,-1,N/D,65,DEMAIS,20,SEM_DATA_ULTIMA_COMPRA,NÃO,1,razao_social,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:47:36.247Z,NÃO,,"Segmento: Comércio atacadista de frutas, verduras, raízes, tubérculos, hortaliças e legumes frescos · Local: CAMPINAS/SP · Sem telefone na RF · Sem e-mail na RF",LEONOR **************************************,COMERCIAL **********************,Empresário (Individual),DEMAIS,"R$ 0,00",2001-02-16,BAIXADA,2015-02-09,73,,,13024***,,***,,BARAO *******,CAMPINAS,SP,,,,,4633801,"Comércio atacadista de frutas, verduras, raízes, tubérculos, hortaliças e legumes frescos",,,,,,,,,
48.015.119/xxxx-xx,Sem Vendedor,6046,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,55,-1,N/D,65,DEMAIS,20,SEM_DATA_ULTIMA_COMPRA,NÃO,1,razao_social,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:47:36.247Z,NÃO,,Segmento: Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação · Local: RIBEIRAO PRETO/SP · Capital: R$ 22.888.104 · Sem telefone na RF · Sem e-mail na RF,GNATUS *************************************,GNATUS *************************************,Sociedade Anônima Fechada,DEMAIS,"R$ 22.888.104,00",1976-11-10,BAIXADA,2017-01-23,2,,,14097***,ABRAO ********,***,***,CENTRO *****,RIBEIRAO PRETO,SP,,,,,2660400,Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação,,,,,,,,,C****** B***** B**** (Diretor); G******* H******* C****** N******* (Diretor); L*** R****** K***** C*** (Presidente)
06.352.252/xxxx-xx,Sem Vendedor,6047,ATIVA,⚪ BAIXA PRIORIDADE,BAIXA,31,75,-1,N/D,65,DEMAIS,20,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,1,razao_social,Nutrição de longo prazo. Reavaliar no próximo ciclo.,,2026-06-18T23:47:36.248Z,SIM,,"Segmento: Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências · Local: INDAIATUBA/SP · Tel RF: (19) ****-6644 · Sem e-mail na RF",INSTITUTO *******************************************,IRPSI *****,Associação Privada,DEMAIS,"R$ 0,00",2004-06-25,ATIVA,,0,,,13334***,PRESIDENTE *********,***,,CIDADE *****,INDAIATUBA,SP,(19) ****-6644,,,,8610101,"Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências",8690999 - Outras atividades de atenção à saúde humana não especificadas anteriormente,,,,,,,,A******** G******** U***** (Presidente)
